no;state;year;sid;cdl;pre2_cdl;caselaw;anywhere;assumption;civil;homicide_c;robbery_gun_r;jhcitizen_c;jhpolice_c;homicide;robbery;assault;burglary;larceny;motor;murder;hc_felonywsus;jhcitizen;jhpolice;population;police;unemployrt;income;blackm_15_24;whitem_15_24;blackm_25_44;whitem_25_44;prisoner;lagprisoner;poverty;exp_subsidy;exp_pubwelfare;northeast;midwest;south;west;effyear;r20001;r20002;r20003;r20004;r20011;r20012;r20013;r20014;r20021;r20022;r20023;r20024;r20031;r20032;r20033;r20034;r20041;r20042;r20043;r20044;r20051;r20052;r20053;r20054;r20061;r20062;r20063;r20064;r20071;r20072;r20073;r20074;r20081;r20082;r20083;r20084;r20091;r20092;r20093;r20094;r20101;r20102;r20103;r20104;trend_1;trend_2;trend_3;trend_4;trend_5;trend_6;trend_7;trend_8;trend_9;trend_10;trend_11;trend_12;trend_13;trend_14;trend_15;trend_16;trend_17;trend_18;trend_19;trend_20;trend_21;trend_22;trend_23;trend_24;trend_25;trend_26;trend_27;trend_28;trend_29;trend_30;trend_31;trend_32;trend_33;trend_34;trend_35;trend_36;trend_37;trend_38;trend_39;trend_40;trend_41;trend_42;trend_43;trend_44;trend_45;trend_46;trend_47;trend_48;trend_49;trend_50;trend_51;l_murder;l_homicide;l_homicide_c;l_robbery;l_assault;l_burglary;l_larceny;l_motor;l_robbery_gun;l_jhcitizen;l_jhpolice;l_hc_felonywsus;l_robbery_gun_r;l_pop;l_police;l_income;l_prisoner;l_lagprisoner;l_exp_subsidy;l_exp_pubwelfare;popwt;treatment_date;post;treated
11;Alabama;2010;1;1;0;0;1;0;1;273;0.214030668;0;0;5.742759705;100.151207;245.5503082;884.2167358;2428.745605;222.9789429;4.606829166;0.2945005;0.021035749;0.021035749;4753812;340.8843261;10;40976;2.182816744;4.515512943;3.17740798;8.610016823;668.1795654;685.9816895;16.97416726;114.0684586;1268.988525;0;0;1;0;2006;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.527539849;1.74793988;5.609471798;4.606681347;5.503501892;6.784702301;7.795130253;5.407077312;-1.54163599;-3.861531973;-3.861531973;-1.222474575;-1.54163599;15.37445736;5.831542969;10.62074184;6.504557133;6.530850887;4.736798763;7.14597559;4499293;2006;1;1
12;Alaska;2000;2;0;0;0;0;0;0;27;0.365306109;0;2;4.443837166;80.64741516;418.0498657;641.7230225;2771.308594;386.7784424;3.950077534;0.822932839;0.164586574;0.493759692;607583;293.9516083;6.199999809;66910;0.330654413;4.962943554;0.683363438;12.25363445;686.8197632;637.449585;8.631248735;355.6733093;1906.709473;0;0;0;1;2006;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.373735189;1.49151823;3.295836926;4.390086651;6.035600662;6.464156628;7.927074909;5.957851887;-1.007019639;-1.804318547;-0.705706358;-0.194880679;-1.007019639;13.31724453;5.683414936;11.11110401;6.532072067;6.457475185;5.87401247;7.553134441;651473.25;2005;0;0
13;Alaska;2001;2;0;0;0;0;0;0;39;0.367704272;1;1;6.335992813;83.50513458;435.5588989;624.9888306;2712.292236;425.323822;5.523685932;0.812306762;0.324922711;0.324922711;615531;295.8421266;6.199999809;70645;0.361476511;5.221670628;0.679250896;11.71411324;742.6108398;686.8197632;8.830911847;302.9398193;2045.476807;0;0;0;1;2006;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.70904541;1.84624652;3.663561583;4.424908161;6.076630116;6.43773365;7.905549526;6.052850723;-1.000476241;-1.124167919;-1.124167919;-0.207877219;-1.000476241;13.33024025;5.689826012;11.16542244;6.610172272;6.532072067;5.713534355;7.623386383;651473.25;2005;0;0
14;Alaska;2002;2;0;0;0;0;0;0;33;0.384458065;0;3;5.286326885;78.33374786;415.537323;626.0292358;2841.640869;395.8337402;5.446518421;0.640766859;0.160191715;0.640766859;624252;297.4760193;7.099999905;63960;0.392629892;5.386606693;0.68033421;11.23744869;704.5231934;742.6108398;9.440418293;306.4710388;2234.010498;0;0;0;1;2006;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.694976568;1.665123654;3.496507645;4.360978603;6.029572487;6.439396858;7.952136993;5.980994225;-0.955920577;-1.831383944;-0.445089608;-0.445089608;-0.955920577;13.34430981;5.695333481;11.06601334;6.557521343;6.610172272;5.725123405;7.711553574;651473.25;2005;0;0
15;Alaska;2003;2;0;0;0;0;0;0;39;0.302690595;0;2;6.192127228;70.81253052;442.4989624;615.0846558;2866.002441;390.7391052;6.192127228;1.587724924;0.158772498;0.476317495;629832;287.6957665;7.699999809;61452;0.38581717;5.530522346;0.661922574;10.82018661;718.7631226;704.5231934;10.02267271;280.5953064;2470.201172;0;0;0;1;2006;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.823278666;1.823278683;3.663561583;4.260035992;6.092438221;6.421760082;7.960673332;5.968039989;-1.19504416;-1.840282917;-0.741670668;0.462302119;-1.19504416;13.35320854;5.661903381;11.02601147;6.577531815;6.557521343;5.6369133;7.812054634;651473.25;2005;0;0
16;Alaska;2004;2;0;1;0;0;0;0;37;0.333333343;3;2;5.817948341;70.28710938;490.1228638;593.2734985;2540.871094;352.2217407;5.66070652;0.314483702;0.628967404;0.471725553;635963;298.1305516;7.400000095;63559;0.434302002;5.875341892;0.670164764;10.6287632;716.0794067;718.7631226;10.16725816;374.9663696;2671.109375;0;0;0;1;2006;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.73354876;1.760947681;3.610917807;4.252588272;6.194655895;6.385655403;7.840262413;5.86426115;-1.098612309;-0.463675857;-0.751357913;-1.156823039;-1.098612309;13.36289597;5.6975317;11.05972385;6.573791027;6.577531815;5.926836491;7.890249252;651473.25;2005;0;0
17;Alaska;2005;2;0;1;0;0;0;0;32;0.309124768;0;1;4.986567497;83.68083191;481.0479126;643.7346802;2687.915771;404.3794556;4.986567497;1.558302283;0.155830234;0.311660469;641724;286.415967;6.900000095;62422;0.459231704;6.035616398;0.671784103;10.46992207;749.8551025;716.0794067;10.76677824;340.1904907;2483.223389;0;0;0;1;2006;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.606747746;1.606747797;3.465735912;4.427010059;6.17596674;6.467286587;7.896521568;6.002353668;-1.174010277;-1.858988047;-1.165840983;0.443596959;-1.174010277;13.37191391;5.657444954;11.04167271;6.619880199;6.573791027;5.82950592;7.817312717;651473.25;2005;0;0
18;Alaska;2006;2;0.295890421;0;0;0;1;1;36;0.307178617;2;1;5.372709274;89.39591217;516.0785522;615.1752319;2588.451904;378.3282776;5.22346735;1.343177319;0.447725773;0.298483849;670053;289.08161;6.699999809;61010;0.435935676;5.839985847;0.653530419;10.00383568;756.5073242;749.8551025;10.61408575;309.2689819;2423.847168;0;0;0;1;2006;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.653161407;1.681332302;3.583518982;4.493074894;6.246259212;6.421906948;7.858815193;5.935762405;-1.180325866;-0.803574324;-1.20903945;0.295037955;-1.180325866;13.4151125;5.666708946;11.01879311;6.628712177;6.619880199;5.734211445;7.793111324;651473.25;2005;1;1
19;Alaska;2007;2;1;0;0;0;1;1;44;0.297762483;1;2;6.501393318;85.84794617;496.6177979;544.196167;2504.513916;358.6109619;6.353634357;0.886553645;0.295517892;0.443276823;676778;278.968879;6.199999809;66241;0.44844839;5.745458603;0.681168735;9.999438286;763.470459;756.5073242;9.643634988;283.9787292;2297.563721;0;0;0;1;2006;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.849027038;1.872016511;3.784189701;4.452577591;6.207820892;6.299309731;7.82585001;5.882237911;-1.21145916;-1.21902585;-0.813560843;-0.120413639;-1.21145916;13.42509842;5.631100178;11.10105515;6.637874603;6.628712177;5.648899555;7.739604473;651473.25;2005;1;1
20;Alaska;2008;2;1;0;0;0;1;1;27;0.259316772;0;2;3.963390112;94.53419495;493.6622314;474.4324646;2236.379639;239.2713165;3.963390112;0.440376669;0.146792218;0.440376669;681235;288.1531336;6.900000095;64798;0.47957018;5.729447365;0.727061868;10.06539631;736.0162354;763.470459;9.082181626;266.8231812;2196.167236;0;0;0;1;2006;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.377099752;1.377099748;3.295836926;4.548961639;6.201851368;6.162119389;7.712613583;5.47759819;-1.349704862;-1.918737173;-0.820124865;-0.820124865;-1.349704862;13.43166256;5.663492203;11.07903004;6.601252079;6.637874603;5.586585999;7.694468975;651473.25;2005;1;1
21;Alaska;2009;2;1;0;0;0;1;1;22;0.258409798;4;2;3.220413923;95.73412323;473.5472412;526.9768066;2232.47876;246.9471893;3.220413923;0.878294706;0.731912255;0.439147353;683142;289.3981046;8.300000191;62621;0.414408714;5.324515343;0.678482652;9.992359161;773.6312256;736.0162354;9.068246426;277.3604431;2355.110596;0;0;0;1;2006;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.169509888;1.169509899;3.091042519;4.561574936;6.160251617;6.267156601;7.710867882;5.509174347;-1.353208542;-0.312094629;-0.822920263;-0.12977308;-1.353208542;13.43445778;5.667803288;11.04485607;6.65109539;6.601252079;5.62531805;7.764342785;651473.25;2005;1;1
22;Alaska;2010;2;1;0;0;0;1;1;31;0.264309764;2;5;4.427856445;84.84344482;482.6363831;443.4998474;2218.92749;231.2483826;4.427856445;0.571336329;0.428502262;0.857004523;700113;277.6694619;8.100000381;58198;0.339088112;4.920919895;0.625756145;10.1426487;799.4423828;773.6312256;8.899277688;295.0423584;2570.816406;0;0;0;1;2006;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.487915635;1.487915595;3.433987141;4.440807819;6.179263592;6.094697475;7.704779148;5.443492413;-1.330633521;-0.847459257;-0.154312089;-0.5597772;-1.330633521;13.45899677;5.626431465;10.97160625;6.683914661;6.65109539;5.687119007;7.851978779;651473.25;2005;1;1
23;Arizona;2000;3;0;0;1;0;0;0;359;0.415245205;7;18;7.150280476;149.458786;355.3430481;1033.743408;3519.47168;860.503418;7.229949474;1.453956723;0.159337729;0.378427118;5020782;358.9679855;4;50370;0.269021839;4.002065659;0.566206634;9.467230797;528.0053711;543.8299561;12.88169851;142.4576569;766.2685547;0;0;0;1;2006;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.978232026;1.967151583;5.883322239;5.007020473;5.873083591;6.940941811;8.16606617;6.757517815;-0.878886104;-1.836729288;-0.971731782;0.374288619;-0.878886104;15.42909622;5.88323307;10.8271513;6.269106388;6.298636436;4.959044933;6.641532898;5802964.5;2005;0;0
24;Arizona;2001;3;0;0;1;0;0;0;400;0.460532248;19;25;7.696046352;170.6213379;344.1864319;1054.762329;3595.015625;1004.391724;7.657566071;1.481488943;0.384802312;0.500243008;5197474;356.8656621;4.699999809;52592;0.269784898;3.927600145;0.561792135;9.127241135;533.1436157;528.0053711;13.52855252;148.1706848;763.4125977;0;0;0;1;2006;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.035694122;2.040706736;5.991464615;5.139446735;5.841183662;6.961070538;8.187303543;6.912137508;-0.775372386;-0.955025554;-0.692661285;0.393047631;-0.775372386;15.46368313;5.87735939;10.87031937;6.278790951;6.269106388;4.998364925;6.637798786;5802964.5;2005;0;0
